Date Received,Incident Date,Processing Time (Days),Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
08/05/2014,07/27/2014,9,PSP,Palm Springs International,USAir  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
07/29/2014,07/09/2014,20,MDT,Harrisburg International,Frontier Airlines,Passenger Property Loss,Checked Baggage,"""Other""",62,Approve in Full
07/28/2014,07/09/2014,19,SJT,San Angelo Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Household Items""",0,Deny
07/28/2014,07/12/2014,16,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Crafting & Hobby""",0,Deny
07/28/2014,07/15/2014,13,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,"""Other""",0,Deny
08/18/2014,07/17/2014,32,LAX,Los Angeles International Airport ,Lufthansa  ,Passenger Property Loss,Checked Baggage,"""Clothing""",150,Settle
08/04/2014,03/25/2014,132,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",109.99,Approve in Full
08/04/2014,04/19/2014,107,SJU,Luis Munoz Marin International,Jet Blue,Property Damage,Checked Baggage,"""-""",146.79,Settle
08/04/2014,02/25/2014,160,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/04/2014,07/28/2014,7,IAD,Washington Dulles International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/04/2014,07/17/2014,18,LAX,Los Angeles International Airport ,Virgin Atlantic,Property Damage,Checked Baggage,"""-""",0,Deny
08/06/2014,05/20/2014,78,SAN,San Diego International,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/06/2014,07/09/2014,28,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
07/30/2014,07/28/2014,2,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
07/28/2014,06/25/2014,33,RNO,Reno/Tahoe International,South African Airways  ,Property Damage,Checked Baggage,"""Medical/Science""",107.49,Approve in Full
07/28/2014,06/09/2014,49,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/06/2014,04/17/2014,111,SAN,San Diego International,UAL  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/06/2014,07/25/2014,12,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checked Baggage,"""-""",25,Settle
08/06/2014,07/22/2014,15,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",45,Settle
08/06/2014,07/15/2014,22,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,"""Other""",10,Approve in Full
08/06/2014,07/25/2014,12,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
08/06/2014,05/14/2014,84,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",38.11,Approve in Full
08/21/2014,04/30/2014,113,RSW,Southwest Florida International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",6.86,Approve in Full
07/29/2014,07/20/2014,9,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Travel Accessories""",87.23,Approve in Full
08/06/2014,07/29/2014,8,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Clothing; Jewelry & Watches""",0,Deny
08/06/2014,07/29/2014,8,GUM,Guam,UAL  ,Property Damage,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
08/04/2014,07/08/2014,27,SJC,Norman Y Mineta San Jose International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",12,Approve in Full
07/28/2014,07/23/2014,5,DCA,Ronald Reagan Washington National Airport,-,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
08/06/2014,07/24/2014,13,F,Foreign airport,British Airways  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/06/2014,07/31/2014,6,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
07/24/2014,07/11/2014,13,ORD,Chicago O'Hare International Airport,Virgin America,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",25,Approve in Full
07/28/2014,05/21/2014,68,ATL,Hartsfield-Jackson Atlanta International Airport,Air Canada,Passenger Property Loss,Checked Baggage,"""Tools & Home Improvement Supplies""",90,Approve in Full
08/04/2014,07/15/2014,20,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Cameras""",0,Deny
08/05/2014,07/26/2014,10,STL,Lambert St. Louis International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/04/2014,06/11/2014,54,GRK,Kileen - Ft. Hood Regional,USAir  ,Passenger Property Loss,Checked Baggage,"""Tools & Home Improvement Supplies""",7.91,Approve in Full
08/05/2014,07/21/2014,15,SAN,San Diego International,Alaska Airlines  ,Property Damage,Checked Baggage,"""Home Decor""",150,Approve in Full
07/28/2014,07/19/2014,9,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Toys & Games""",0,Deny
08/06/2014,08/01/2014,5,SNA,John Wayne,Southwest Airlines  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
08/06/2014,06/29/2014,38,RIC,Richmond International,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/06/2014,08/02/2014,4,DFW,Dallas-Fort Worth International Airport ,Frontier Airlines,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
08/06/2014,07/25/2014,12,DCA,Ronald Reagan Washington National Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/07/2014,07/27/2014,11,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses; Baggage/Cases/Purses; Jewelry & Watches""",0,Deny
08/06/2014,07/16/2014,21,BOI,Boise Air Terminal/Gowen Field,Southwest Airlines  ,Property Damage,Checked Baggage,"""-""",151.41,Approve in Full
08/07/2014,08/05/2014,2,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,"""Other""",475,Approve in Full
08/08/2014,07/31/2014,8,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",872.99,Approve in Full
08/08/2014,07/26/2014,13,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",29.07,Approve in Full
08/08/2014,06/27/2014,42,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/11/2014,08/07/2014,4,IAD,Washington Dulles International,-,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/06/2014,07/07/2014,30,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/06/2014,07/03/2014,34,LAS,McCarran International,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
08/11/2014,07/29/2014,13,BZN,Gallatin Field,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",129.73,Approve in Full
08/11/2014,06/20/2014,52,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/11/2014,08/03/2014,8,ORD,Chicago O'Hare International Airport,Virgin America,Property Damage,Checked Baggage,"""Computer & Accessories""",331,Settle
08/11/2014,08/05/2014,6,DEN,Denver International Airport ,UAL  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",74.95,Approve in Full
08/11/2014,08/01/2014,10,LAX,Los Angeles International Airport ,Alitalia  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/04/2014,07/25/2014,10,JAX,Jacksonville International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",16.19,Approve in Full
08/05/2014,07/07/2014,29,AUS,Austin-Bergstrom International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",0,Deny
08/05/2014,07/24/2014,12,LYH,Lynchburg Regional,USAir  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",15,Approve in Full
07/28/2014,06/29/2014,29,ATW,Outagamie County,Allegiant Air,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/11/2014,07/14/2014,28,PLN,Pellston Regional Of Emmet County,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Other; Other""",15.94,Approve in Full
08/18/2014,08/13/2014,5,DEN,Denver International Airport ,Frontier Airlines,Property Damage,Checked Baggage,"""Computer & Accessories""",464.18,Settle
08/05/2014,07/29/2014,7,EWR,Newark International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Clothing""",0,Deny
08/04/2014,07/16/2014,19,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Tools & Home Improvement Supplies""",0,Deny
08/04/2014,05/05/2014,91,SLC,Salt Lake City International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Jewelry & Watches""",0,Deny
08/26/2014,07/15/2014,42,PLN,Pellston Regional Of Emmet County,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/12/2014,06/11/2014,62,DEN,Denver International Airport ,American Airlines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",243.84,Settle
08/12/2014,07/29/2014,14,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",16.96,Approve in Full
08/12/2014,04/16/2014,118,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Medical/Science""",795,Settle
08/11/2014,07/23/2014,19,UNV,University Park Airport,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/12/2014,06/18/2014,55,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",100,Approve in Full
08/26/2014,08/14/2014,12,MEM,Memphis International Airport,UAL  ,Passenger Property Loss,Checked Baggage,"""Currency""",0,Deny
08/11/2014,07/18/2014,24,LAX,Los Angeles International Airport ,Great Lakes Airline,Passenger Property Loss,Checked Baggage,"""Cameras""",40,Approve in Full
08/11/2014,08/09/2012,732,IAD,Washington Dulles International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/11/2014,03/17/2014,147,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
08/26/2014,08/16/2014,10,TPA,Tampa International,USAir  ,Property Damage,Checked Baggage,"""Medical/Science""",0,Deny
08/11/2014,07/19/2014,23,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",29.48,Approve in Full
08/11/2014,07/12/2014,30,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
08/08/2014,07/19/2014,20,JAX,Jacksonville International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Audio/Video""",1322.62,Approve in Full
08/07/2014,08/02/2014,5,SAT,San Antonio International,USAir  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
08/11/2014,07/18/2014,24,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Outdoor Items""",150,Approve in Full
08/12/2014,07/27/2014,16,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",20,Approve in Full
08/07/2014,08/01/2014,6,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,"""Clothing""",55.99,Approve in Full
08/05/2014,06/26/2014,40,GRI,Central Nebraska Regional,Allegiant Air,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/15/2014,07/28/2014,18,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
08/13/2014,07/01/2014,43,PWM,Portland International Jetport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",149.99,Approve in Full
08/13/2014,07/30/2014,14,PDX,Portland International,UAL  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
08/13/2014,07/29/2014,15,TWF,Joslin Field Magic Valley,Delta Air Lines  ,Property Damage,Checked Baggage,"""Cosmetics & Grooming""",267.65,Approve in Full
08/11/2014,07/26/2014,16,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,"""-""",47.9,Approve in Full
08/11/2014,07/27/2014,15,F,Foreign airport,British Airways  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/11/2014,08/05/2014,6,F,Foreign airport,Iberia Airlines,Property Damage,Checked Baggage,"""-""",0,Deny
08/11/2014,05/17/2014,86,MCO,Orlando International Airport,UAL  ,Property Damage,Checked Baggage,"""-""",71.99,Settle
08/11/2014,05/27/2014,76,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/06/2014,08/04/2014,2,KOA,Kona International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",10.99,Approve in Full
08/12/2014,08/07/2014,5,PHX,Phoenix Sky Harbor International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing; Computer & Accessories; Other""",0,Deny
08/12/2014,07/25/2014,18,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing; Other""",0,Deny
08/12/2014,07/18/2014,25,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
08/07/2014,08/03/2014,4,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/11/2014,05/15/2014,88,SEA,Seattle-Tacoma International,USAir  ,Property Damage,Checked Baggage,"""Other""",36,Settle
08/11/2014,07/19/2014,23,PBI,Palm Beach International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/14/2014,08/10/2014,4,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",125,Approve in Full
08/14/2014,07/02/2014,43,MKE,General Mitchell International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",21.99,Approve in Full
08/14/2014,08/12/2014,2,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Jewelry & Watches""",0,Deny
08/11/2014,07/28/2014,14,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,"""Clothing""",58.01,Approve in Full
08/11/2014,07/19/2014,23,OAK,Metropolitan Oakland International,Hawaiian Airlines  ,Property Damage,Checked Baggage,"""Food & Drink""",70,Approve in Full
08/11/2014,07/27/2014,15,STL,Lambert St. Louis International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/12/2014,07/18/2014,25,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/11/2014,05/24/2014,79,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Other; Travel Accessories""",46.01,Approve in Full
08/11/2014,06/30/2014,42,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Property Damage,Checked Baggage,"""Other""",107.92,Approve in Full
08/14/2014,02/27/2014,168,MIA,Miami International Airport,Avianca  ,Passenger Property Loss,Checked Baggage,"""-""",29.95,Approve in Full
08/14/2014,08/02/2014,12,TPA,Tampa International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/14/2014,06/22/2014,53,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,"""-""",20,Settle
08/14/2014,07/26/2014,19,JAX,Jacksonville International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/14/2014,08/11/2014,3,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",0,Deny
08/14/2014,07/06/2014,39,MSP,Minneapolis/ St.Paul International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Accessories""",39.99,Approve in Full
08/06/2014,08/04/2014,2,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",130,Approve in Full
08/14/2014,04/05/2014,131,PHL,Philadelphia International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies; Sporting Equipment & Supplies; Sporting Equipment & Supplies""",79.99,Approve in Full
08/14/2014,08/07/2014,7,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
08/15/2014,07/12/2014,34,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",0,Deny
08/16/2014,08/04/2014,12,IAD,Washington Dulles International,Emirates,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/14/2014,08/05/2014,9,SEA,Seattle-Tacoma International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Currency; Jewelry & Watches; Other""",0,Deny
08/15/2014,06/08/2014,68,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/15/2014,06/04/2014,72,AVP,Wilkes-Barre/Scranton International,UAL  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
08/13/2014,06/29/2014,45,LAX,Los Angeles International Airport ,British Airways  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/14/2014,06/30/2014,45,LAX,Los Angeles International Airport ,Air Canada,Property Damage,Checked Baggage,"""Musical Instruments & Accessories""",534.2,Settle
08/14/2014,08/09/2014,5,OAK,Metropolitan Oakland International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",42.6,Approve in Full
08/14/2014,07/26/2014,19,BDL,Bradley International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses; Cosmetics & Grooming""",0,Deny
08/14/2014,05/16/2014,90,BOS,Boston (Logan) International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",35,Approve in Full
08/14/2014,07/20/2014,25,ABQ,Albuquerque International Sunport Airport,American Airlines  ,Property Damage,Checked Baggage,"""Home Decor""",25,Settle
09/03/2014,07/28/2014,37,AUS,Austin-Bergstrom International Airport,-,Passenger Property Loss,Checked Baggage,"""Food & Drink""",0,Deny
08/13/2014,07/23/2014,21,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,"""Cosmetics & Grooming""",65,Approve in Full
08/08/2014,07/29/2014,10,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
08/13/2014,07/29/2014,15,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,"""Food & Drink""",13.5,Approve in Full
08/08/2014,08/05/2014,3,AUS,Austin-Bergstrom International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,"""Clothing""",65.38,Settle
08/13/2014,08/01/2014,12,ITO,Hilo International,Hawaiian Airlines  ,Property Damage,Checked Baggage,"""Other""",0,Deny
08/13/2014,07/01/2014,43,LAX,Los Angeles International Airport ,Virgin America,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
09/03/2014,06/21/2014,74,PHX,Phoenix Sky Harbor International,Alaska Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/14/2014,06/25/2014,50,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",16,Approve in Full
08/17/2014,07/24/2014,24,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""-""",137.96,Settle
08/19/2014,08/14/2014,5,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/19/2014,08/13/2014,6,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/19/2014,05/09/2014,102,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/14/2014,07/28/2014,17,MCO,Orlando International Airport,Copa Airlines,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",35,Approve in Full
08/19/2014,07/29/2014,21,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,"""Toys & Games""",296.68,Settle
08/19/2014,07/29/2014,21,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
08/19/2014,08/17/2014,2,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Toys & Games""",0,Deny
08/19/2014,08/14/2014,5,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/19/2014,07/22/2014,28,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/19/2014,08/10/2014,9,ASE,Aspen Pitkin County Sardy Field,UAL  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
08/19/2014,08/09/2014,10,CLT,Charlotte/Douglas International Airport,-,Property Damage,Checked Baggage,"""-""",89,Approve in Full
08/20/2014,07/20/2014,31,LIT,Little Rock National,Delta Air Lines  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/20/2014,08/01/2014,19,FWA,Ft. Wayne Municipal- Baer Field,Delta Air Lines  ,Property Damage,Checked Baggage,"""-""",0,Deny
08/18/2014,07/26/2014,23,LAX,Los Angeles International Airport ,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/16/2014,08/13/2014,3,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,"""Clothing""",169.48,Settle
08/16/2014,05/11/2014,97,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,"""Household Items""",264.99,Approve in Full
08/15/2014,08/12/2014,3,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Sporting Equipment & Supplies""",130,Approve in Full
08/18/2014,07/15/2014,34,OMA,Eppley Airfield,American Airlines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",45,Approve in Full
08/18/2014,07/28/2014,21,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/18/2014,07/15/2014,34,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming""",0,Deny
08/18/2014,08/05/2014,13,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/18/2014,07/30/2014,19,BQK,Glynco Jetport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Hunting & Fishing Items""",74,Approve in Full
08/19/2014,07/13/2014,37,LAS,McCarran International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/19/2014,07/23/2014,27,BZN,Gallatin Field,UAL  ,Passenger Property Loss,Checked Baggage,"""Computer & Accessories""",0,Deny
08/19/2014,07/31/2014,19,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,"""-""",114,Approve in Full
08/19/2014,07/31/2014,19,HIB,Chisolm-Hibbing Municipal ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Cosmetics & Grooming; Cosmetics & Grooming; Food & Drink; Food & Drink""",0,Deny
08/19/2014,08/04/2014,15,SEA,Seattle-Tacoma International,Delta Air Lines  ,Property Damage,Checked Baggage,"""Other""",0,Deny
08/21/2014,07/27/2014,25,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checked Baggage,"""Cameras""",209,Approve in Full
08/19/2014,07/18/2014,32,LAX,Los Angeles International Airport ,China Eastern Airlines  ,Passenger Property Loss,Checked Baggage,"""Food & Drink""",0,Deny
08/19/2014,07/17/2014,33,BOS,Boston (Logan) International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,"""-""",0,Deny
08/29/2014,08/11/2014,18,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
09/02/2014,07/20/2014,44,IPT,Williamsport Lycoming Regional,USAir  ,Property Damage,Checked Baggage,"""Personal Electronics""",184.56,Settle
08/19/2014,07/01/2014,49,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,"""Baggage/Cases/Purses""",0,Deny
08/18/2014,07/08/2014,41,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",258,Approve in Full
09/01/2014,08/20/2014,12,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
08/19/2014,06/12/2014,68,OAK,Metropolitan Oakland International,Jet Blue,Passenger Property Loss,Checked Baggage,"""Other""",6,Approve in Full
08/21/2014,08/14/2014,7,MIA,Miami International Airport,Lan Airlines,Passenger Property Loss,Checked Baggage,"""Sporting Equipment & Supplies""",80,Approve in Full
09/01/2014,08/29/2014,3,DEN,Denver International Airport ,UAL  ,Property Damage,Checked Baggage,"""Travel Accessories""",20,Approve in Full
08/20/2014,08/17/2014,3,IAH,Houston - George Bush Intercontinental Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/21/2014,08/15/2014,6,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics""",0,Deny
08/19/2014,07/19/2014,31,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Other""",0,Deny
08/21/2014,08/14/2014,7,F,Foreign airport,British Airways  ,Passenger Property Loss,Checked Baggage,"""Clothing""",0,Deny
08/21/2014,08/01/2014,20,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"""Clothing""",260.4,Settle
08/22/2014,08/11/2014,11,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"""Travel Accessories""",0,Deny
08/22/2014,08/11/2014,11,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checked Baggage,"""Computer & Accessories""",0,Deny
08/20/2014,07/22/2014,29,ABQ,Albuquerque International Sunport Airport,-,Passenger Property Loss,Checked Baggage,"""Audio/Video; Clothing; Other""",0,Deny
08/30/2014,08/22/2014,8,ATL,Hartsfield-Jackson Atlanta International Airport,British Airways  ,Passenger Property Loss,Checked Baggage,"""Personal Electronics; Personal Electronics""",0,Deny
08/21/2014,08/03/2014,18,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,"""Baggage/Cases/Purses""",179,Approve in Full
